3638;Seroquel 100 mg filmsko obložene tablete
3646;Seroquel 200 mg filmsko obložene tablete
3662;Aspirin plus C 400 mg/240 mg šumeèe tablete
3670;Liofora 0,02 mg/3 mg filmsko obložene tablete
3689;NeoRecormon 500 i.e. raztopina za injiciranje v napolnjeni injekcijski brizgi
3697;Haldol 10 mg/ml peroralne kapljice, raztopina
3700;NeoRecormon 2.000 i.e. raztopina za injiciranje v napolnjeni injekcijski brizgi
3719;FUROSEMID
3727;NeoRecormon 5.000 i.e. raztopina za injiciranje v napolnjeni injekcijski brizgi
3735;DABROSTON 10 mg filmsko obložene tablete
3751;NeoRecormon 10.000 i.e. raztopina za injiciranje v napolnjeni injekcijski brizgi
3778;Sandimmun 50 mg/ml koncentrat za raztopino za infundiranje
3794;HYPNOMIDATE 2 mg/ml raztopina za injiciranje
3808;Lendacin 1 g prašek za raztopino za injiciranje/infundiranje
3824;MOVALIS 15 mg sveèke
3832;MOVALIS 15 mg tablete
3840;NATRII CHLORIDI INFUNDIBILE Krka raztopina za intravensko infundiranje 9mg/1ml
3859;SIMULECT 20 mg prašek in vehikel za raztopino za injiciranje in infundiranje
3867;LETOP 25 mg trde kapsule
3875;AMINOPHYLLINUM injekcije za intramuskularno uporabo 500 mg/2 ml
3883;Micardis 80 mg tablete
3891;Micardis 40 mg tablete
3905;PREDUCTAL
3913;AMINFLUORID 10 mg/ml dentalna raztopina
3921;AMINFLUORID dentalni gel
3930;LETOP 50 mg trde kapsule
3956;Navoban 2 mg/2 ml raztopina za injiciranje in infundiranje
3964;AMINOPHYLLINUM sveèke 360 mg
3972;AMINOPHYLLINUM Lek 100 mg tablete
3980;SAB Simplex peroralne kapljice, suspenzija
3999;NEUPOGEN injekcije 300 mcg
4006;DIANEAL PD4 Glucosae 1,36%
4014;NEUPOGEN injekcije 480 mcg
4049;AMIKACIN injekcije 100mg/2ml
4065;DIANEAL PD4 Glucosae 2,27%
4090;LETOP 15 mg trde kapsule
4103;AMIKACIN injekcije 500mg/2ml
4111;ALMACIN
4120;LETOP 25 mg filmske obložene tablete
4138;IBUPROFEN Lek 200 mg obložene tablete
4146;IBUPROFEN Lek 400 mg obložene tablete
4154;Heparin Krka 5.000 i.e./1 ml raztopina za injiciranje
4162;IRUMED
4170;LETOP 50 mg filmske obložene tablete
4189;LETOP 100 mg filmske obložene tablete
4200;DIANEAL PD4 Glucosae 3,86%
4219;RUPURUT suspenzija
4227;DIGENOL tablete 5 mg
4243;BERODUAL inhalacijska suspenzija pod tlakom
4260;LETOP 200 mg filmske obložene tablete
4278;IRUMED 5 mg tablete
4286;NEUPOGEN injekcijske brizge 300 mcg
4294;NEUPOGEN injekcijske brizge 480 mcg
4308;EXJADE 125 mg tablete za peroralno suspenzijo
4316;DIGENOL peroralna suspenzija 1 mg/1 ml
4324;PENACTAM prašek za peroralno suspenzijo
4332;Carbo medicinalis 150 mg disperzibilne tablete
4340;Carbo medicinalis 19,25 g zrnca za peroralno suspenzijo
4359;Natrii chloridi infundibile 0,9%, MINIBAG PLUS
4367;TYZINE
4375;PENACTAM tablete
4383;Natrii chloridi infundibile 0,9%,  MINIBAG PLUS
4391;CUTIVATE 0,05 % krema
4405;CUTIVATE 0,005 % mazilo
4413;VENITAN forte 10 mg/100 i.e. v 1 g gela
4421;AQUA REDESTILLATA
4448;EPREX
4456;Diflazon 2 mg/ml raztopina za infundiranje
4464;INNOHEP
4480;Ospen 750 000 i.e./5 ml peroralna suspenzija
4499;COFFALGIN E tablete
4502;Sulfasalazin Krka 500 mg filmsko obložene tablete
4537;EXJADE 250 mg tablete za peroralno suspenzijo
4545;DIMYCON
4561;NovoRapid FlexPen 100 enot/ml raztopina za injiciranje v napolnjenem injekcijskem peresniku
4596;DALBEN peroralna suspenzija 400 mg/10ml
4600;EXJADE 500 mg tablete za peroralno suspenzijo
4618;DALBEN filmsko obložene tablete 400 mg
4626;MST CONTINUS suspenzija 200 mg
4634;DALBEN tablete 200 mg
4642;GENOTROPIN 12 I.E.
4650;MST CONTINUS suspenzija 100 mg
4669;MST CONTINUS suspenzija 60 mg
4677;MST CONTINUS suspenzija 30 mg
4685;MST CONTINUS suspenzija 20 mg
4693;Adalat OROS 20 mg tablete s podaljšanim sprošèanjem
4707;Dilatrend 6,25 mg tablete
4715;Dilatrend 12,5 mg tablete
4723;Daivonex 50 mikrogramov/g krema
4731;ACLOVIR 50 mg/g mazilo
4758;HEPARIN
4766;SINVACOR 80 mg
4774;HAVRIX 720 ELISA enot suspenzija za injiciranje za otroke
4782;HAVRIX 1440 ELISA enot suspenzija za injiciranje za odrasle
4790;Megace 40 mg/ml peroralna suspenzija
4804;NITRONAL
4812;AMYZOL tablete 25 mg
4839;MEXITIL 50 mg
4847;AMYZOL injekcije 20 mg/2 ml
4855;Amyzol 25 mg filmsko obložene tablete
4871;STOCRIN 50 mg trde kapsule
4880;CHAMPIX 1 mg filmsko obložene tablete
4898;STOCRIN 100 mg trde kapsule
4901;STOCRIN 200 mg trde kapsule
4910;KIOVIG 100 mg/ml raztopina za infundiranje
4928;PRITOR 80 mg tablete
4936;AMOKSICILIN
4944;PRITOR 40 mg tablete
4979;Comtan 200 mg filmsko obložene tablete
4987;RECOFOL
5010;AMOXIL
5029;AMOKSICILIN suspenzija 125 mg/5 ml
5037;AMOKSICILIN kapsule 375 mg
5088;AMOKSICILIN FORTE, prašek za peroralno suspenzijo, 250mg/5ml
5118;CEFAKLOR
5142;AMOXIL tablete
5177;UROMITEXAN tablete 400 mg
5185;COPEGUS 400 mg filmsko obložene tablete
5193;AMOXIL prašek za peroralno suspenzijo
5215;UROMITEXAN tablete 600 mg
5231;CATHEJELL lidocain uretralni gel
5258;AMPICILIN  injekcije 250 mg
5266;HUMEGON
5274;Amoksiklav 250 mg/62,5 mg v 5 ml prašek za peroralno suspenzijo za otroke
5282;AMPICILIN
5290;EDRONAX 4 mg tablete
5304;Amoksiklav 125 mg/31,25 mg v 5 ml prašek za peroralno suspenzijo za otroke
5312;ATACAND 4 mg
5320;ATACAND 8 mg
5339;ATACAND 16 mg
5347;Reductil 10 mg trde kapsule
5355;CoTeveten 600 mg/ 12,5 mg filmsko obložene tablete
5363;Reductil 15 mg trde kapsule
5371;TERTENSIF SR 1,5 mg filmsko obložene tablete s podaljšanim sprošèanjem
5398;IOMERON 250 mg I/ml raztopina za injiciranje
5436;Iomeron 300 mg/ml raztopina za injiciranje
5444;INSULRAP S PP
5452;IOMERON 300 mg I/ml raztopina za injiciranje
5479;LIDOKAIN KLORID 1%
5495;Iomeron 350 mg/ml raztopina za injiciranje
5525;IOMERON 350 mg I/ml raztopina za injiciranje
5541;CHAMPIX 0,5 mg in 1 mg filmsko obložene tablete
5550;Truvada 200 mg/245 mg filmsko obložene tablete
5576;PUREGON 50 i.e./0,5 ml, raztopina za injiciranje
5584;Iomeron 400 mg/ml raztopina za injiciranje
5614;CAMPTO 100 mg/5 ml koncentrat za raztopino za infundiranje
5622;CAMPTO 40 mg/2 ml koncentrat za raztopino za infundiranje
5630;ACETAZOLAMID  AGEPHA  -TABLETTEN ADMOX, 250 mg tablete
5649;REMERON 30 mg
5657;Artamin 150 mg trde kapsule
5665;REMERON 45 mg
5681;LERGIN krema
5690;ASTONIN H 0,1 mg tablete
5711;AMPICILIN kapsule 500 mg
5720;Cyklokapron 500 mg/5 ml
5738;Coryol 12,5 mg tablete
5746;VIOXX 12,5 mg tablete
5754;VIOXX  25 mg tablete
5762;VIOXX 12,5 mg/5 ml peroralna suspenzija
5770;Cyklokapron 500 mg tablete
5789;VIOXX  25 mg/5 ml peroralna suspenzija
5800;Rozamet 10 mg/g krema
5819;Augmentin 500 mg/125 mg filmsko obložene tablete
5843;AUGMENTIN 2x  filmsko obložene tablete 625 mg
5860;Daraprim 25 mg tablete
5878;AMPICILIN kapsule 250 mg
5894;Augmentin 875 mg/125 mg filmsko obložene tablete
5932;AUGMENTIN 2x  filmsko obložene tablete 1000 mg
5940;TACHOCOMB
5967;Augmentin 400 mg/57 mg v 5 ml prašek za peroralno suspenzijo z okusom jagode
5983;AUGMENTIN 2x prašek za peroralno suspenzijo 457 mg/5 ml
6009;AMPICILIN zrnca
6017;XENETIX 250
6025;XENETIX 300 mg/ml raztopina za injiciranje
6033;Dibenzyran 5 mg kapsule (Esparma)
6041;AMPICILIN peroralne kapljice 100mg/ml
6050;Dibenzyran 10 mg kapsule (Esparma)
6068;XENETIX 350 mg/ml raztopina za injiciranje
6149;AMPICILIN FORTE, peroralna suspenzija 250mg/5ml
6181;ANAFRANIL injekcije
6190;Dostinex 0,5 mg tablete
6203;TETABULIN Inject
6211;Anafranil 25 mg obložene tablete
6220;IRENAT peroralne kapljice
6238;TOPAMAX 200 mg filmsko obložene tablete
6246;BILOPTIN
6270;TOPAMAX 400 mg tablete
6289;TOPAMAX 300 mg tablete
6297;TOPAMAX 50 mg filmsko obložene tablete
6300;Coryol 25 mg tablete
6319;TVINDAL
6335;Letizen 10 mg filmsko obložene tablete
6343;TVINDAL prašek za raztopino/suspenzijo za injiciranje 750 mg
6351;ADDAMEL N
6360;Methyldopa STADA 250 mg filmsko obložene tablete
6386;TVINDAL prašek za raztopino/suspenzijo za injiciranje 1500 mg
6394;AVONEX 30 mikrogramov prašek in vehikel za raztopino za injiciranje
6408;Plavix 75 mg filmsko obložene tablete
6424;ZINNAT 250 mg/5 ml zrnca za peroralno suspenzijo
6432;Zoladex 10,8 mg implantat v napolnjeni injekcijski brizgi
6483;VAXIGRIP suspenzija za injiciranje v napolnjeni injekcijski brizgi
6505;ZYPREXA 5 mg obložene tablete
6513;Gastromiro 300 mg/ml peroralna ali rektalna raztopina
6521;ADALAT kapsule
6530;Polyanion 25 mg obložene tablete (Sigmapharm)
6548;ZYPREXA 7,5 mg obložene tablete
6556;ANCOTIL infuzija
6572;ZYPREXA 10 mg obložene tablete
6602;ANDOL tablete 300 mg
6610;CRIXIVAN 333 mg trde kapsule
6629;Androcur 50 mg tablete
6637;NUTRIFLEX BASAL
6645;ANDROCUR DEPOT
6653;TAMBOCOR 100 mg tablete
6661;Combivir 150 mg/300 mg filmsko obložene tablete
6670;Trileptal 300 mg tablete (Novartis)
6688;Actilyse 50 mg prašek in vehikel za raztopino za injiciranje ali infundiranje
6696;ACTILYSE
6700;Vasosan S granule
6718;TRAMAL disperzibilne tablete
6726;AMRICOR
6734;BEGRIVAC 96/97
6742;Angised 0,5 mg podjeziène tablete
6750;CIPROBAY URO
6769;COPAXONE 20 mg prašek in vehikel za raztopino za injiciranje
6777;CRIXIVAN 400 mg trde kapsule
6785;Ansilan 10 mg trde kapsule
6793;CRIXIVAN 200 mg trde kapsule
6807;EMLA obliž
6815;Ansilan 5 mg trde kapsule
6823;LUPOCET
6831;VESANOID 10 mg kapsule
6840;Xenazine 25 mg tablete (Cambridge Lab.)
6858;FLUDARA 50 mg prašek za raztopino za injiciranje ali infundiranje
6866;INVIRASE
6882;KALICOR 400 mg trde kapsule
6890;KONAKION MM  PEDIATRIC
6904;Novothyral 100 mcg / 20 mcg tablete
6912;Apidra 100 enot/ml raztopina za injiciranje v napolnjenem injekcijskem peresniku SoloStar
6920;Prograf 0,5 g kapsule (Fujisawa)
6947;NORPROLAC 150 mcg
6955;NORPROLAC 25 mcg/50 mcg
6963;NORPROLAC 75 mcg
6980;Vinorelbin Ebewe 10 mg/ml koncentrat za raztopino za infundiranje
7005;Pulmicort Turbuhaler 100 mikrogramov/vdih prašek za inhaliranje
7013;VAMIN 14 EF
7021;VAMIN 18 EF
7048;Amoksiklav 250 mg/125 mg filmsko obložene tablete
7056;Pulmicort Turbuhaler 200 mikrogramov/vdih prašek za inhaliranje
7064;VITALIPID N ADULT koncentrat za raztopino za infundiranje
7072;Lekoptin 40 mg obložene tablete
7080;NOZINAN 25 mg/1ml  injekcije
7099;Kybernin P 500 i.e. prašek in vehikel za raztopino za injiciranje/infundiranje
7102;DIAMOX tablete 250 mg
7110;PULMICORT TURBUHALER  200 mcg
7129;VITALIPID N INFANT koncentrat za raztopino za infundiranje za otroke
7137;Vaminolact 65,3 mg/ml raztopina za infundiranje za otroke
7153;Clexane 2.000 anti- Xa i.e./0,2 ml raztopina za injiciranje v napolnjeni injekcijski brizgi
7161;Clexane 4.000 anti-Xa i.e./0,4 ml raztopina za injiciranje v napolnjeni injekcijski brizgi
7170;DicloFlex 40 mg/g dermalno pršilo, raztopina
7188;Pulmicort Turbuhaler 400 mikrogramov/vdih prašek za inhaliranje
7196;PULMICORT TURBUHALER  400 mcg
7218;Suboxone 2 mg/0,5 mg podjeziène tablete
7226;Zoladex 3,6 mg implantat v napolnjeni injekcijski brizgi
7234;ANTISTIN-PRIVIN
7242;ANTOPAR gel 5 %
7250;Clexane 6.000 anti-Xa i.e./0,6 ml raztopina za injiciranje v napolnjeni injkecijski brizgi
7269;ROFERON-A
7277;ANTOPAR U suspenzija 20%
7285;Clexane 8.000 anti-Xa i.e./0,8 ml raztopina za injiciranje v napolnjeni injkecijski brizgi
7293;Clexane 10.000 anti-Xa i.e./1 ml raztopina za injiciranje v napolnjeni injekcijski brizgi
7307;Tramundin 100 mg tablete s podaljšanim sprošèanjem
7323;Apaurin 5 mg/ml raztopina za injiciranje ali infundiranje
7331;PROVISC
7340;Suboxone 8 mg/2 mg podjeziène tablete
